100;500;5000;10000;50000;100000;200000;300000;400000;500000;600000;700000;800000;900000;1000000;
0.009350;0.048500;0.487500;0.957450;4.805250;9.221950;17.293450;26.486750;35.552950;44.798700;52.673200;67.769750;78.947400;82.515200;94.626750;0.000000;
