100;500;5000;10000;50000;100000;200000;300000;400000;500000;600000;700000;800000;900000;1000000;
0.021600;0.119800;1.528650;3.207250;17.574350;36.674300;76.092800;117.305450;159.503550;200.974950;243.819750;287.986950;331.845000;375.428650;422.646650;0.000000;
