100;500;5000;10000;50000;100000;200000;300000;400000;500000;600000;700000;800000;900000;1000000;
0.029200;0.167700;1.531800;2.838650;15.562850;32.117800;66.326300;101.667050;137.214000;174.496900;212.665400;247.949250;284.171900;324.477150;361.769950;0.000000;
